日期,当天平均气温,当天雨量,当天相对湿度,当天降雨时数,当天日照时数,3天平均气温,3天累积雨量,3天平均相对湿度,3天累积降雨时数,3天累积日照时数,5天平均气温,5天累积雨量,5天平均相对湿度,5天累积降雨时数,5天累积日照时数,7天平均气温,7天累积雨量,7天平均相对湿度,7天累积降雨时数,7天累积日照时数,10天平均气温,10天累积雨量,10天平均相对湿度,10天累积降雨时数,10天累积日照时数
2020-09-07,29.0,57.0,88,9,2.7,28.866666666666664,57.8,83.66666666666667,11,13.100000000000001,29.579999999999995,66.1,79.2,14,26.400000000000002,29.871428571428574,66.1,77.0,14,45.1,29.939999999999998,132.7,75.4,20,69.9
2020-09-08,27.0,17.8,95,7,0.4,28.433333333333334,74.8,86.66666666666667,16,11.1,28.7,83.89999999999999,85.2,21,15.9,29.37142857142857,83.89999999999999,80.28571428571429,21,36.6,29.65,150.5,77.9,27,61.800000000000004
2020-09-09,26.9,28.4,91,5,1.9,27.633333333333336,103.19999999999999,91.33333333333333,21,5.0,28.1,104.0,87.4,23,15.400000000000002,28.828571428571426,112.29999999999998,83.14285714285714,26,28.7,29.229999999999997,178.8,80.2,31,53.3
2020-09-10,28.6,0.2,84,2,5.1,27.5,46.400000000000006,90.0,14,7.3999999999999995,28.159999999999997,103.39999999999999,87.0,23,18.1,28.428571428571427,112.49999999999999,85.85714285714286,28,22.9,29.160000000000004,112.49999999999999,80.9,28,52.5
2020-09-11,28.3,0.9,84,1,4.1,27.933333333333334,29.499999999999996,86.33333333333333,8,11.1,27.96,104.3,88.4,24,14.2,28.2,105.10000000000001,86.42857142857143,26,24.6,28.940000000000005,113.40000000000002,82.1,29,47.7
2020-09-12,27.9,53.0,86,6,4.4,28.26666666666667,54.1,84.66666666666667,9,13.6,27.74,100.30000000000001,88.0,21,15.9,28.142857142857142,157.3,86.42857142857143,30,26.6,28.659999999999997,166.4,83.6,35,42.300000000000004
2020-09-13,27.1,39.1,90,5,5.4,27.76666666666667,93.0,86.66666666666667,12,13.9,27.759999999999998,121.6,87.0,19,20.9,27.82857142857143,196.4,88.28571428571429,35,24.0,28.23,205.5,86.1,40,36.8
2020-09-14,27.8,22.1,89,4,1.6,27.599999999999998,114.19999999999999,88.33333333333333,15,11.4,27.940000000000005,115.30000000000001,86.6,18,20.6,27.657142857142855,161.5,88.42857142857143,30,22.900000000000002,28.02,219.29999999999998,87.0,41,36.0
2020-09-15,25.7,14.4,97,10,2.0,26.86666666666667,75.60000000000001,92.0,19,9.0,27.360000000000003,129.5,89.2,26,17.5,27.471428571428568,158.1,88.71428571428571,33,24.5,27.76,232.89999999999998,88.1,49,35.6
2020-09-16,27.6,0.3,92,2,4.6,27.03333333333333,36.8,92.66666666666667,16,8.2,27.22,128.9,90.8,27,18.0,27.571428571428573,130.00000000000003,88.85714285714286,30,27.200000000000003,27.590000000000003,233.20000000000002,89.6,51,32.2
2020-09-17,28.1,4.5,86,2,5.9,27.133333333333336,19.200000000000003,91.66666666666667,14,12.5,27.26,80.4,90.8,23,19.5,27.5,134.3,89.14285714285714,30,28.0,27.5,180.70000000000002,89.4,44,35.4
2020-09-18,27.3,57.3,95,6,4.3,27.666666666666668,62.099999999999994,91.0,10,14.8,27.3,98.6,91.8,24,18.4,27.357142857142858,190.7,90.71428571428571,35,28.2,27.53,220.2,89.4,43,39.3
2020-09-19,26.9,23.0,95,7,3.6,27.433333333333337,84.8,92.0,15,13.799999999999999,27.119999999999997,99.5,93.0,27,20.400000000000002,27.21428571428572,160.7,92.0,36,27.400000000000002,27.53,214.8,89.8,45,41.0
2020-09-20,28.2,0.0,86,0,6.4,27.46666666666667,80.3,92.0,13,14.3,27.619999999999997,85.1,90.8,17,24.800000000000004,27.37142857142857,121.6,91.42857142857143,31,28.4,27.490000000000002,214.6,90.0,43,42.3
2020-09-21,28.5,0.0,85,0,5.4,27.866666666666664,23.0,88.66666666666667,7,15.4,27.8,84.8,89.4,15,25.6,27.471428571428568,99.5,90.85714285714286,27,32.2,27.51,213.7,90.1,42,43.599999999999994
2020-09-22,29.3,0.0,81,0,4.6,28.666666666666668,0.0,84.0,0,16.4,28.040000000000003,80.3,88.4,13,24.300000000000004,27.985714285714288,85.1,88.57142857142857,17,34.800000000000004,27.65,160.7,89.6,36,43.8
2020-09-23,27.6,10.9,87,6,3.2,28.46666666666667,10.9,84.33333333333333,6,13.2,28.1,33.9,86.8,13,23.2,27.985714285714288,95.7,87.85714285714286,21,33.400000000000006,27.700000000000006,132.5,89.3,37,41.60000000000001
2020-09-24,25.7,0.2,85,1,2.3,27.533333333333335,11.1,84.33333333333333,7,10.1,27.859999999999996,11.1,84.8,7,21.9,27.642857142857142,91.4,87.71428571428571,20,29.800000000000004,27.49,110.60000000000001,88.9,34,42.3
2020-09-25,26.5,0.0,79,0,4.1,26.599999999999998,11.1,83.66666666666667,7,9.6,27.520000000000003,11.1,83.4,7,19.6,27.52857142857143,34.1,85.42857142857143,14,29.6,27.57,96.2,87.1,24,44.4
2020-09-26,25.9,14.3,88,8,0.8,26.03333333333333,14.5,84.0,9,7.199999999999999,27.0,25.4,84.0,15,15.0,27.385714285714283,25.4,84.42857142857143,15,26.8,27.4,110.19999999999999,86.7,30,40.6
2020-09-27,23.9,20.3,94,4,0.5,25.433333333333334,34.6,87.0,12,5.3999999999999995,25.919999999999998,45.7,86.6,19,10.9,26.771428571428576,45.7,85.57142857142857,19,20.900000000000002,26.98,125.99999999999999,87.5,32,35.2
2020-09-28,25.1,0.0,88,0,1.0,24.96666666666667,34.6,90.0,12,2.3,25.419999999999998,34.8,86.8,13,8.7,26.285714285714285,45.7,86.0,19,16.5,26.759999999999998,68.7,86.8,26,31.9
2020-09-29,27.5,0.0,88,0,0.3,25.5,20.3,90.0,4,1.8,25.78,34.6,87.4,12,6.699999999999999,26.02857142857143,45.7,87.0,19,12.200000000000001,26.820000000000004,45.7,86.1,19,28.6
2020-09-30,26.6,0.2,89,1,2.5,26.400000000000002,0.2,88.33333333333333,1,3.8,25.8,34.800000000000004,89.4,13,5.1,25.885714285714283,35.0,87.28571428571429,14,11.5,26.660000000000004,45.900000000000006,86.4,20,24.7
2020-10-01,25.7,3.5,89,4,1.6,26.599999999999998,3.7,88.66666666666667,5,4.4,25.759999999999998,24.0,89.6,9,5.9,25.885714285714283,38.300000000000004,87.85714285714286,17,10.799999999999999,26.380000000000003,49.400000000000006,86.8,24,20.900000000000002
2020-10-02,27.9,0.0,78,0,9.6,26.73333333333333,3.7,85.33333333333333,5,13.7,26.560000000000002,3.7,86.4,5,15.0,26.085714285714285,38.300000000000004,87.71428571428571,17,16.299999999999997,26.24,49.4,86.5,24,25.9
2020-10-03,28.1,0.0,74,0,10.3,27.23333333333333,3.5,80.33333333333333,4,21.5,27.159999999999997,3.7,83.6,5,24.3,26.4,24.0,85.71428571428571,9,25.8,26.290000000000003,38.50000000000001,85.2,18,33.0
2020-10-04,28.5,0.0,80,0,7.9,28.166666666666668,0.0,77.33333333333333,0,27.799999999999997,27.359999999999996,3.7,82.0,5,31.9,27.057142857142857,3.7,83.71428571428571,5,33.2,26.57,38.300000000000004,84.7,17,38.6
2020-10-05,26.8,0.0,80,0,3.5,27.8,0.0,78.0,0,21.700000000000003,27.4,3.5,80.2,4,32.9,27.3,3.7,82.57142857142857,5,35.7,26.6,38.300000000000004,84.8,17,38.0
2020-10-06,24.4,0.5,76,1,2.7,26.566666666666663,0.5,78.66666666666667,1,14.100000000000001,27.139999999999997,0.5,77.6,1,34.0,26.857142857142858,4.2,80.85714285714286,6,38.1,26.45,24.5,83.6,10,39.900000000000006
2020-10-07,22.9,0.0,72,0,0.0,24.7,0.5,76.0,1,6.2,26.140000000000004,0.5,76.4,1,24.400000000000002,26.32857142857143,4.0,78.42857142857143,5,35.6,26.35,4.2,81.4,6,39.4
2020-10-08,22.8,0.0,71,0,1.2,23.366666666666664,0.5,73.0,1,3.9000000000000004,25.08,0.5,75.8,1,15.3,25.914285714285715,0.5,75.85714285714286,1,35.2,26.119999999999997,4.2,79.7,6,39.60000000000001
2020-10-09,23.5,0.0,68,0,5.5,23.066666666666666,0.0,70.33333333333333,0,6.7,24.08,0.5,73.4,1,12.9,25.28571428571429,0.5,74.42857142857143,1,31.1,25.72,4.2,77.7,6,44.800000000000004
2020-10-10,24.1,0.0,65,0,8.4,23.46666666666667,0.0,68.0,0,15.100000000000001,23.54,0.5,70.4,1,17.8,24.71428571428571,0.5,73.14285714285714,1,29.200000000000003,25.47,4.0,75.3,5,50.7
2020-10-11,25.1,0.0,70,0,10.8,24.233333333333334,0.0,67.66666666666667,0,24.700000000000003,23.68,0.0,69.2,0,25.900000000000002,24.228571428571428,0.5,71.71428571428571,1,32.1,25.409999999999997,0.5,73.4,1,59.89999999999999
2020-10-12,27.0,0.0,64,0,10.8,25.400000000000002,0.0,66.33333333333333,0,30.000000000000004,24.5,0.0,67.6,0,36.7,24.257142857142856,0.5,69.42857142857143,1,39.400000000000006,25.32,0.5,72.0,1,61.099999999999994
2020-10-13,25.4,1.8,68,2,0.4,25.833333333333332,1.8,67.33333333333333,2,22.0,25.02,1.8,67.0,2,35.9,24.400000000000002,1.8,68.28571428571429,2,37.1,25.05,2.3,71.4,3,51.199999999999996
2020-10-14,25.2,0.6,89,3,0.7,25.866666666666664,2.4,73.66666666666667,5,11.9,25.36,2.4,71.2,5,31.1,24.728571428571428,2.4,70.71428571428571,5,37.800000000000004,24.720000000000002,2.9,72.3,6,44.0
2020-10-15,26.0,0.7,84,2,5.4,25.53333333333333,3.0999999999999996,80.33333333333333,7,6.5,25.74,3.0999999999999996,75.0,7,28.1,25.185714285714283,3.0999999999999996,72.57142857142857,7,42.0,24.639999999999997,3.5999999999999996,72.7,8,45.900000000000006
2020-10-16,26.2,0.0,72,0,6.0,25.8,1.2999999999999998,81.66666666666667,5,12.100000000000001,25.959999999999997,3.0999999999999996,75.4,7,23.3,25.571428571428573,3.0999999999999996,73.14285714285714,7,42.5,24.82,3.0999999999999996,72.3,7,49.2
2020-10-17,23.4,0.0,71,0,3.4,25.2,0.7,75.66666666666667,2,14.8,25.24,3.0999999999999996,76.8,7,15.9,25.471428571428568,3.0999999999999996,74.0,7,37.5,24.869999999999997,3.0999999999999996,72.2,7,52.6
2020-10-18,22.8,0.0,70,0,7.3,24.13333333333333,0.0,71.0,0,16.7,24.720000000000002,1.2999999999999998,77.2,5,22.8,25.142857142857142,3.0999999999999996,74.0,7,34.0,24.87,3.0999999999999996,72.1,7,58.699999999999996
2020-10-19,22.2,0.0,67,0,3.7,22.8,0.0,69.33333333333333,0,14.399999999999999,24.119999999999997,0.7,72.8,2,25.8,24.457142857142856,3.0999999999999996,74.42857142857143,7,26.9,24.74,3.0999999999999996,72.0,7,56.900000000000006
2020-10-20,22.5,0.0,65,0,10.0,22.5,0.0,67.33333333333333,0,21.0,23.419999999999998,0.0,69.0,0,30.4,24.042857142857144,1.2999999999999998,74.0,5,36.5,24.58,3.0999999999999996,72.0,7,58.50000000000001
2020-10-21,22.0,0.0,65,0,6.9,22.233333333333334,0.0,65.66666666666667,0,20.6,22.580000000000002,0.0,67.6,0,31.299999999999997,23.585714285714285,0.7,70.57142857142857,2,42.699999999999996,24.27,3.0999999999999996,71.5,7,54.6
2020-10-22,23.1,0.0,55,0,6.0,22.53333333333333,0.0,61.666666666666664,0,22.9,22.52,0.0,64.4,0,33.9,23.17142857142857,0.0,66.42857142857143,0,43.3,23.88,3.0999999999999996,70.6,7,49.8
2020-10-23,23.1,0.0,42,0,5.5,22.733333333333334,0.0,54.0,0,18.4,22.580000000000002,0.0,58.8,0,32.1,22.728571428571428,0.0,62.142857142857146,0,42.8,23.65,1.2999999999999998,68.0,5,54.9
2020-10-24,22.6,0.0,38,0,1.9,22.933333333333337,0.0,45.0,0,13.4,22.659999999999997,0.0,53.0,0,30.299999999999997,22.61428571428571,0.0,57.42857142857143,0,41.3,23.39,0.7,62.9,2,56.1
2020-10-25,23.9,0.0,51,0,3.1,23.2,0.0,43.666666666666664,0,10.5,22.940000000000005,0.0,50.2,0,23.4,22.771428571428572,0.0,54.714285714285715,0,37.1,23.18,0.0,59.6,0,53.8
2020-10-26,24.4,0.0,65,0,10.3,23.633333333333336,0.0,51.333333333333336,0,15.3,23.420000000000005,0.0,50.2,0,26.8,23.085714285714285,0.0,54.42857142857143,0,43.7,23.000000000000004,0.0,58.9,0,58.10000000000001
2020-10-27,25.2,0.0,64,0,10.3,24.5,0.0,60.0,0,23.700000000000003,23.84,0.0,52.0,0,31.1,23.47142857142857,0.0,54.285714285714285,0,44.0,23.18,0.0,58.2,0,65.0
2020-10-28,24.4,0.0,71,0,2.8,24.666666666666668,0.0,66.66666666666667,0,23.400000000000002,24.1,0.0,57.8,0,28.400000000000002,23.814285714285717,0.0,55.142857142857146,0,39.9,23.34,0.0,58.3,0,60.5
2020-10-29,21.4,9.4,98,14,0.0,23.666666666666668,9.4,77.66666666666667,14,13.100000000000001,23.860000000000003,9.4,69.8,14,26.500000000000004,23.571428571428573,9.4,61.285714285714285,14,33.9,23.26,9.4,61.4,14,56.8
2020-10-30,22.3,0.1,87,1,0.1,22.7,9.5,85.33333333333333,15,2.9,23.54,9.5,77.0,15,23.500000000000004,23.45714285714286,9.5,67.71428571428571,15,28.500000000000004,23.240000000000002,9.5,63.6,15,46.9
2020-10-31,22.9,0.0,80,0,4.2,22.2,9.5,88.33333333333333,15,4.3,23.24,9.5,80.0,15,17.400000000000002,23.500000000000004,9.5,73.71428571428571,15,30.800000000000004,23.330000000000002,9.5,65.1,15,44.20000000000001
2020-11-01,,0.0,80,0,9.3,22.6,0.1,82.33333333333333,1,13.600000000000001,22.75,9.5,83.2,15,16.4,23.433333333333334,9.5,77.85714285714286,15,37.0,23.355555555555558,9.5,67.6,15,47.5
2020-11-02,23.6,0.0,72,0,7.5,23.25,0.0,77.33333333333333,0,21.0,22.549999999999997,9.5,83.4,15,21.1,23.299999999999997,9.5,78.85714285714286,15,34.2,23.41111111111111,9.5,70.6,15,49.5
2020-11-03,22.1,0.0,62,0,6.2,22.85,0.0,71.33333333333333,0,23.0,22.725,0.1,76.2,1,27.3,22.78333333333333,9.5,78.57142857142857,15,30.099999999999998,23.355555555555554,9.5,73.0,15,53.800000000000004
2020-11-04,22.2,0.0,58,0,0.0,22.633333333333336,0.0,64.0,0,13.7,22.7,0.0,70.4,0,27.2,22.41666666666666,9.5,76.71428571428571,15,27.3,23.166666666666664,9.5,73.7,15,50.7
2020-11-05,22.7,0.0,63,0,9.9,22.333333333333332,0.0,61.0,0,16.1,22.650000000000002,0.0,67.0,0,32.9,22.633333333333336,0.1,71.71428571428571,1,37.2,22.977777777777774,9.5,73.5,15,50.3
2020-11-06,23.5,0.0,70,0,10.1,22.8,0.0,63.666666666666664,0,20.0,22.82,0.0,65.0,0,33.7,22.833333333333332,0.0,69.28571428571429,0,47.2,22.788888888888888,9.5,74.1,15,50.1
2020-11-07,24.7,0.0,59,0,10.1,23.633333333333336,0.0,64.0,0,30.1,23.04,0.0,62.4,0,36.300000000000004,23.133333333333336,0.0,66.28571428571429,0,53.1,22.82222222222222,9.5,72.9,15,57.400000000000006
2020-11-08,24.8,0.0,44,0,9.5,24.333333333333332,0.0,57.666666666666664,0,29.7,23.580000000000002,0.0,58.8,0,39.6,23.371428571428574,0.0,61.142857142857146,0,53.300000000000004,23.200000000000003,0.1,67.5,1,66.9
2020-11-09,22.9,0.0,32,0,9.9,24.133333333333336,0.0,45.0,0,29.5,23.72,0.0,53.6,0,49.5,23.271428571428572,0.0,55.42857142857143,0,55.7,23.266666666666666,0.0,62.0,0,76.7
2020-11-10,21.7,0.0,37,0,8.1,23.133333333333336,0.0,37.666666666666664,0,27.5,23.520000000000003,0.0,48.4,0,47.7,23.214285714285715,0.0,51.857142857142854,0,57.6,23.133333333333336,0.0,57.7,0,80.6
2020-11-11,20.5,0.0,47,0,10.0,21.7,0.0,38.666666666666664,0,28.0,22.92,0.0,43.8,0,47.6,22.971428571428568,0.0,50.285714285714285,0,67.6,22.869999999999997,0.0,54.4,0,81.3
2020-11-12,20.5,0.0,49,0,10.1,20.900000000000002,0.0,44.333333333333336,0,28.200000000000003,22.080000000000002,0.0,41.8,0,47.6,22.657142857142862,0.0,48.285714285714285,0,67.8,22.56,0.0,52.1,0,83.89999999999999
2020-11-13,22.3,0.0,47,0,5.9,21.099999999999998,0.0,47.666666666666664,0,26.0,21.58,0.0,42.4,0,44.0,22.48571428571429,0.0,45.0,0,63.6,22.580000000000002,0.0,50.6,0,83.6
2020-11-14,20.9,0.3,55,1,0.0,21.23333333333333,0.3,50.333333333333336,1,16.0,21.18,0.3,47.0,1,34.1,21.942857142857147,0.3,44.42857142857143,1,53.5,22.450000000000003,0.3,50.3,1,83.60000000000001
2020-11-15,20.5,0.4,87,3,0.1,21.233333333333334,0.7,63.0,4,6.0,20.939999999999998,0.7,57.0,4,26.1,21.328571428571426,0.7,50.57142857142857,4,44.1,22.23,0.7,52.7,4,73.79999999999998
2020-11-16,23.2,0.1,83,1,9.1,21.53333333333333,0.7999999999999999,75.0,5,9.2,21.479999999999997,0.7999999999999999,64.2,5,25.200000000000003,21.37142857142857,0.7999999999999999,57.857142857142854,5,43.300000000000004,22.2,0.7999999999999999,54.0,5,72.8
2020-11-17,23.5,0.0,83,0,1.4,22.400000000000002,0.5,84.33333333333333,4,10.6,22.080000000000002,0.7999999999999999,71.0,5,16.5,21.628571428571426,0.7999999999999999,64.42857142857143,5,36.6,22.08,0.7999999999999999,56.4,5,64.10000000000001
2020-11-18,25.6,0.0,81,0,3.2,24.100000000000005,0.1,82.33333333333333,1,13.7,22.74,0.7999999999999999,77.8,5,13.8,22.357142857142854,0.7999999999999999,69.28571428571429,5,29.8,22.16,0.8,60.1,5,57.800000000000004
2020-11-19,25.7,0.0,84,0,6.5,24.933333333333334,0.0,82.66666666666667,0,11.1,23.700000000000003,0.5,83.6,4,20.3,23.099999999999998,0.7999999999999999,74.28571428571429,5,26.2,22.439999999999998,0.7999999999999999,65.3,5,54.400000000000006
2020-11-20,25.9,0.0,86,0,4.8,25.73333333333333,0.0,83.66666666666667,0,14.5,24.78,0.1,83.4,1,25.0,23.61428571428571,0.7999999999999999,79.85714285714286,5,25.1,22.86,0.8,70.2,5,51.099999999999994
2020-11-21,25.2,0.0,87,0,0.5,25.599999999999998,0.0,85.66666666666667,0,11.8,25.18,0.0,84.2,0,16.4,24.228571428571428,0.5,84.42857142857143,4,25.6,23.33,0.7999999999999999,74.2,5,41.599999999999994
2020-11-22,25.4,0.0,81,0,4.7,25.5,0.0,84.66666666666667,0,10.0,25.559999999999995,0.0,83.8,0,19.7,24.928571428571427,0.1,83.57142857142857,1,30.2,23.82,0.8,77.4,5,36.2
2020-11-23,21.3,0.1,75,1,0.1,23.966666666666665,0.1,81.0,1,5.3,24.699999999999996,0.1,82.6,1,16.6,24.657142857142855,0.1,82.42857142857143,1,21.2,23.720000000000002,0.8999999999999999,80.2,6,30.400000000000002
2020-11-24,21.3,0.0,71,0,8.2,22.666666666666668,0.1,75.66666666666667,1,13.0,23.82,0.1,80.0,1,18.299999999999997,24.342857142857145,0.1,80.71428571428571,1,28.0,23.76,0.6,81.8,5,38.599999999999994
2020-11-25,22.5,0.0,69,0,9.3,21.7,0.1,71.66666666666667,1,17.6,23.139999999999997,0.1,76.6,1,22.8,23.9,0.1,79.0,1,34.1,23.96,0.2,80.0,2,47.8
2020-11-26,22.3,0.0,78,0,9.7,22.03333333333333,0.0,72.66666666666667,0,27.2,22.56,0.1,74.8,1,32.0,23.414285714285715,0.1,78.14285714285714,1,37.3,23.869999999999997,0.1,79.5,1,48.400000000000006
2020-11-27,19.6,0.0,67,0,8.7,21.46666666666667,0.0,71.33333333333333,0,27.7,21.4,0.1,72.0,1,36.0,22.514285714285712,0.1,75.42857142857143,1,41.2,23.479999999999997,0.1,77.9,1,55.7
2020-11-28,18.0,0.0,61,0,7.0,19.96666666666667,0.0,68.66666666666667,0,25.4,20.74,0.0,69.2,0,42.9,21.485714285714288,0.1,71.71428571428571,1,47.7,22.72,0.1,75.9,1,59.5
2020-11-29,16.9,0.0,59,0,6.7,18.166666666666668,0.0,62.333333333333336,0,22.4,19.860000000000003,0.0,66.8,0,41.400000000000006,20.271428571428572,0.1,68.57142857142857,1,49.7,21.84,0.1,73.4,1,59.7
2020-11-30,16.3,0.0,59,0,9.2,17.066666666666666,0.0,59.666666666666664,0,22.9,18.62,0.0,64.8,0,41.3,19.557142857142857,0.0,66.28571428571429,0,58.8,20.880000000000003,0.1,70.7,1,64.10000000000001
2020-12-01,17.0,0.0,61,0,9.5,16.733333333333334,0.0,59.666666666666664,0,25.4,17.56,0.0,61.4,0,41.099999999999994,18.942857142857147,0.0,64.85714285714286,0,60.10000000000001,20.060000000000002,0.1,68.1,1,73.1
2020-12-02,17.0,0.0,62,0,8.8,16.766666666666666,0.0,60.666666666666664,0,27.5,17.04,0.0,60.4,0,41.2,18.15714285714286,0.0,63.857142857142854,0,59.599999999999994,19.220000000000002,0.1,66.2,1,77.19999999999999
2020-12-03,15.6,0.0,58,0,6.4,16.533333333333335,0.0,60.333333333333336,0,24.700000000000003,16.56,0.0,59.8,0,40.6,17.2,0.0,61.0,0,56.29999999999999,18.65,0.0,64.5,0,83.5
2020-12-04,13.8,0.0,56,0,7.6,15.466666666666669,0.0,58.666666666666664,0,22.8,15.939999999999998,0.0,59.2,0,41.5,16.37142857142857,0.0,59.42857142857143,0,55.2,17.900000000000002,0.0,63.0,0,82.9
2020-12-05,14.2,0.0,56,0,7.7,14.533333333333331,0.0,56.666666666666664,0,21.7,15.520000000000001,0.0,58.6,0,40.00000000000001,15.828571428571427,0.0,58.714285714285715,0,55.900000000000006,17.07,0.0,61.7,0,81.3
2020-12-06,14.7,0.0,61,0,9.6,14.233333333333334,0.0,57.666666666666664,0,24.9,15.060000000000002,0.0,58.6,0,40.1,15.514285714285714,0.0,59.0,0,58.800000000000004,16.31,0.0,60.0,0,81.19999999999999
2020-12-07,17.3,0.0,65,0,9.4,15.4,0.0,60.666666666666664,0,26.700000000000003,15.12,0.0,59.2,0,40.699999999999996,15.657142857142858,0.0,59.857142857142854,0,59.00000000000001,16.08,0.0,59.8,0,81.9
2020-12-08,16.2,0.0,58,0,9.6,16.066666666666666,0.0,61.333333333333336,0,28.6,15.24,0.0,59.2,0,43.9,15.542857142857144,0.0,59.42857142857143,0,59.1,15.9,0.0,59.5,0,84.5
2020-12-09,17.0,0.0,66,0,1.2,16.833333333333332,0.0,63.0,0,20.2,15.88,0.0,61.2,0,37.50000000000001,15.542857142857143,0.0,60.0,0,51.5,15.91,0.0,60.2,0,78.99999999999999
2020-12-10,19.6,0.0,64,0,3.6,17.6,0.0,62.666666666666664,0,14.399999999999999,16.96,0.0,62.8,0,33.4,16.114285714285717,0.0,60.857142857142854,0,48.7,16.240000000000002,0.0,60.7,0,73.39999999999999
2020-12-11,20.7,0.0,64,0,2.6,19.099999999999998,0.0,64.66666666666667,0,7.4,18.16,0.0,63.4,0,26.400000000000002,17.1,0.0,62.0,0,43.70000000000001,16.61,0.0,61.0,0,66.5
2020-12-12,20.1,0.0,69,0,2.6,20.133333333333333,0.0,65.66666666666667,0,8.8,18.72,0.0,64.2,0,19.6,17.942857142857147,0.0,63.857142857142854,0,38.6,16.919999999999995,0.0,61.7,0,60.300000000000004
2020-12-13,19.9,0.0,81,0,0.1,20.23333333333333,0.0,71.33333333333333,0,5.3,19.46,0.0,68.8,0,10.1,18.685714285714287,0.0,66.71428571428571,0,29.100000000000005,17.35,0.0,64.0,0,54.0
2020-12-14,14.3,0.8,91,4,0.0,18.099999999999998,0.8,80.33333333333333,4,2.7,18.919999999999998,0.8,73.8,4,8.9,18.257142857142856,0.8,70.42857142857143,4,19.700000000000003,17.400000000000002,0.8,67.5,4,46.4
2020-12-15,9.9,0.0,77,0,0.0,14.700000000000001,0.8,83.0,4,0.1,16.98,0.8,76.4,4,5.3,17.357142857142858,0.8,73.14285714285714,4,10.1,16.970000000000002,0.8,69.6,4,38.699999999999996
2020-12-16,10.4,0.0,68,0,1.6,11.533333333333333,0.8,78.66666666666667,4,1.6,14.920000000000002,0.8,77.2,4,4.300000000000001,16.414285714285715,0.8,73.42857142857143,4,10.5,16.54,0.8,70.3,4,30.700000000000003
2020-12-17,9.9,0.0,69,0,0.0,10.066666666666668,0.0,71.33333333333333,0,1.6,12.88,0.8,77.2,4,1.7000000000000002,15.02857142857143,0.8,74.14285714285714,4,6.9,15.8,0.8,70.7,4,21.3
2020-12-18,12.2,0.0,67,0,6.8,10.833333333333334,0.0,68.0,0,8.4,11.34,0.8,74.4,4,8.4,13.814285714285717,0.8,74.57142857142857,4,11.100000000000001,15.4,0.8,71.6,4,18.5
2020-12-19,11.2,0.0,57,0,1.6,11.1,0.0,64.33333333333333,0,8.4,10.720000000000002,0.0,67.6,0,10.0,12.542857142857144,0.8,72.85714285714286,4,10.1,14.819999999999999,0.8,70.7,4,18.900000000000002
2020-12-20,12.5,0.0,44,0,7.2,11.966666666666667,0.0,56.0,0,15.600000000000001,11.24,0.0,61.0,0,17.2,11.485714285714286,0.8,67.57142857142857,4,17.2,14.11,0.8,68.7,4,22.5
2020-12-21,13.0,0.0,39,0,8.5,12.233333333333334,0.0,46.666666666666664,0,17.3,11.76,0.0,55.2,0,24.1,11.3,0.0,60.142857142857146,0,25.7,13.34,0.8,66.2,4,28.4
2020-12-22,14.4,0.0,52,0,5.0,13.299999999999999,0.0,45.0,0,20.7,12.66,0.0,51.8,0,29.1,11.942857142857145,0.0,56.57142857142857,0,30.7,12.77,0.8,64.5,4,30.8
2020-12-23,18.4,0.0,61,0,0.9,15.266666666666666,0.0,50.666666666666664,0,14.4,13.9,0.0,50.6,0,23.2,13.085714285714285,0.0,55.57142857142857,0,30.0,12.620000000000001,0.8,62.5,4,31.6
2020-12-24,18.1,0.0,77,0,1.9,16.966666666666665,0.0,63.333333333333336,0,7.800000000000001,15.280000000000001,0.0,54.6,0,23.499999999999996,14.257142857142854,0.0,56.714285714285715,0,31.9,13.0,0.0,61.1,0,33.5
2020-12-25,15.8,0.0,71,0,0.0,17.433333333333334,0.0,69.66666666666667,0,2.8,15.940000000000001,0.0,60.0,0,16.3,14.77142857142857,0.0,57.285714285714285,0,25.099999999999998,13.59,0.0,60.5,0,33.5
2020-12-26,18.4,0.0,73,0,0.1,17.433333333333334,0.0,73.66666666666667,0,2.0,17.02,0.0,66.8,0,7.9,15.799999999999999,0.0,59.57142857142857,0,23.599999999999998,14.389999999999997,0.0,61.0,0,32.0
2020-12-27,19.5,0.0,75,0,7.5,17.900000000000002,0.0,73.0,0,7.6,18.04,0.0,71.4,0,10.4,16.8,0.0,64.0,0,23.900000000000002,15.35,0.0,61.6,0,39.5
2020-12-28,19.9,0.0,75,0,9.0,19.266666666666666,0.0,74.33333333333333,0,16.6,18.340000000000003,0.0,74.2,0,18.5,17.785714285714285,0.0,69.14285714285714,0,24.4,16.12,0.0,62.4,0,41.7
2020-12-29,20.0,0.0,78,0,9.3,19.8,0.0,76.0,0,25.8,18.72,0.0,74.4,0,25.900000000000002,18.585714285714285,0.0,72.85714285714286,0,28.7,17.000000000000004,0.0,64.5,0,49.400000000000006
2020-12-30,12.2,0.0,47,0,9.4,17.366666666666664,0.0,66.66666666666667,0,27.700000000000003,18.0,0.0,69.6,0,35.300000000000004,17.700000000000003,0.0,70.85714285714286,0,37.2,16.97,0.0,64.8,0,51.6
2020-12-31,8.8,0.0,28,0,9.7,13.666666666666666,0.0,51.0,0,28.400000000000002,16.08,0.0,60.6,0,44.900000000000006,16.37142857142857,0.0,63.857142857142854,0,45.0,16.55,0.0,63.7,0,52.8
